name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type)
Aramane Donne Biriyani,No,No,,0,Banashankari,Quick Bites,,"South Indian, Biryani",150,Dine-out
Swaada Healthy Kitchen,No,No,,0,Banashankari,"Quick Bites, Beverage Shop",,"Healthy Food, Juices, Sandwich",350,Dine-out
New Prakash Hotel,No,No,,0,Banashankari,Quick Bites,,South Indian,250,Dine-out
Gawdaru Mane Beriyani,No,No,,0,Banashankari,Quick Bites,,"South Indian, Biryani",300,Dine-out
Kings Court Daba,No,No,,0,Banashankari,Quick Bites,,"Chinese, North Indian",450,Dine-out
MM Tiffen Center,No,No,,0,Banashankari,Quick Bites,,"South Indian, Fast Food",150,Dine-out
Sri Raghavendra Prasanna Coffee Beans Club,No,No,NEW,0,Banashankari,Quick Bites,,South Indian,150,Dine-out
Sri Balaji Tiffin Centre,No,No,NEW,0,Banashankari,Quick Bites,,"South Indian, Chinese",300,Dine-out
New Indraprasta,No,No,NEW,0,Banashankari,Quick Bites,,"South Indian, Beverages",150,Dine-out
Sree Sagar,Yes,No,,0,Banashankari,Quick Bites,,South Indian,200,Dine-out
VEGeatz,Yes,No,3.4/5,19,Banashankari,Quick Bites,,"South Indian, North Indian",200,Dine-out
Grand Food,Yes,No,3.4/5,8,Banashankari,"Quick Bites, Bakery",,"South Indian, Bakery, Chinese",250,Dine-out
The House Of Vadapav,Yes,No,,0,Banashankari,Quick Bites,,,150,Dine-out
Matru Sagar,Yes,No,3.6/5,84,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250,Dine-out
Kavali,No,No,4.0/5,42,Banashankari,Quick Bites,"Cheese Dosa, Chocolate Dosa, Corn Dosa, Pesarattu, Bread Dosa","South Indian, Street Food",300,Dine-out
Bitez,No,No,NEW,0,Banashankari,Quick Bites,,Fast Food,100,Dine-out
Bunt's Biriyani Palace,Yes,No,3.0/5,213,Banashankari,Quick Bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",400,Dine-out
Funjabi Curries,Yes,No,2.9/5,11,Banashankari,Quick Bites,,North Indian,500,Dine-out
Udupi Upahar,Yes,No,3.8/5,58,Banashankari,Quick Bites,,"South Indian, Chinese, North Indian, Juices",300,Dine-out
Ranganna Military Hotel,No,No,4.2/5,725,Jayanagar,Quick Bites,"Mutton Biryani, Mutton Chops, Chicken Biryani, Chicken Fry, Paya, Mutton Fry, Chilli Chicken","South Indian, Biryani",350,Dine-out
Roti Ghar,Yes,No,3.9/5,750,Basavanagudi,Casual Dining,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa","North Indian, Chinese, South Indian",500,Dine-out
Grand Village,No,No,3.8/5,166,Basavanagudi,Casual Dining,"Panipuri, Gol Gappe","North Indian, Rajasthani",600,Dine-out
Vidyarthi Bhavan,No,No,4.4/5,4460,Basavanagudi,Quick Bites,"Filter Kaapi, Filter Coffee, Khara Bhath, Maddur Vada, Crispy Masala Dosa, Kesari Bath, Ghee Masala Dosa",South Indian,150,Dine-out
Bharjari Oota,No,No,3.9/5,153,Basavanagudi,Casual Dining,"Curd Rice, Coriander Soup, Masala Dosa, Biryani, Thali",South Indian,350,Dine-out
Gokul Veg,Yes,No,3.8/5,469,Basavanagudi,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti","North Indian, Chinese, Beverages",750,Dine-out
SLV Corner Restaurant,Yes,No,4.1/5,364,Basavanagudi,Casual Dining,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,Dine-out
Timepass Dinner,Yes,No,3.8/5,286,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,600,Dine-out
Baisakhi,Yes,No,3.8/5,527,Basavanagudi,Casual Dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",North Indian,500,Dine-out
Eat Repeat,Yes,No,3.9/5,101,Basavanagudi,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,150,Dine-out
Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,4.1/5,558,Basavanagudi,Quick Bites,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",South Indian,150,Dine-out
Bridgeway,No,No,3.8/5,94,Mysore Road,Casual Dining,,"North Indian, Chinese",550,Dine-out
Srinathji's Cafe,No,No,3.8/5,148,Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",550,Dine-out
Soho Bar & Grill,No,No,2.7/5,377,Basavanagudi,Pub,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries","North Indian, Chinese, Thai","1,100",Dine-out
Kollapuri's,No,No,3.9/5,206,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450,Dine-out
Aadhya Hotel,Yes,No,3.3/5,5,Basavanagudi,"Casual Dining, Bar",,"South Indian, North Indian, Chinese, Biryani",800,Dine-out
Bhavani Restaurant,No,No,3.9/5,100,Basavanagudi,Quick Bites,"Coffee, Vada, Curd Rice, Ghee Roast Paneer, Thali","South Indian, North Indian, Chinese",300,Dine-out
Puliyogare Point,Yes,No,4.2/5,444,Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100,Dine-out
Zephyr,No,No,3.9/5,133,Basavanagudi,Casual Dining,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian","Italian, Continental",650,Dine-out
Redberrys,Yes,No,4.0/5,219,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600,Dine-out
Hotel Dwarka,No,No,4.2/5,253,Basavanagudi,Quick Bites,"Khali Dosa, Kali Dosa, Upma, Filter Coffee, Kesari Bath, Set Dosa, Masala Dosa",South Indian,250,Dine-out
Nisarga Garden Restaurant,No,No,3.4/5,51,Basavanagudi,Quick Bites,,"South Indian, Chinese, Desserts, Beverages",350,Dine-out
Ma-Arya Family Restaurant,No,No,3.7/5,61,Basavanagudi,Casual Dining,"Mutton Biryani, Crispy Fried Chicken","Biryani, South Indian, North Indian, Chinese, Andhra",600,Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,3.8/5,155,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, Fast Food, Street Food",400,Dine-out
Ragoo's,Yes,No,3.9/5,233,Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",800,Dine-out
Imperial Restaurant,Yes,No,3.7/5,264,Mysore Road,Casual Dining,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken","North Indian, Chinese, Biryani, Beverages",750,Dine-out
New Prashanth Hotel,No,No,3.9/5,66,Basavanagudi,Casual Dining,,South Indian,400,Dine-out
Udupi Sri Krishna Bhavan,No,No,4.1/5,238,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",South Indian,600,Dine-out
Chinese Kitchen,Yes,No,3.8/5,58,Basavanagudi,Quick Bites,,Chinese,150,Dine-out
Vijayalakshmi,Yes,No,3.9/5,47,Basavanagudi,Quick Bites,,South Indian,200,Dine-out
Nammura Donne Biriyani,Yes,No,3.5/5,155,Basavanagudi,Quick Bites,,"Biryani, Fast Food",400,Dine-out
Curry Leaves,Yes,No,4.1/5,176,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800,Dine-out
Goli Vada Pav No. 1,Yes,No,3.7/5,93,Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200,Dine-out
Ice Thunder,No,No,3.8/5,124,Basavanagudi,Quick Bites,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers","South Indian, Fast Food, North Indian, Desserts",300,Dine-out
South Kitchen,Yes,No,4.3/5,275,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100,Dine-out
Upahara Darshini,No,No,4.2/5,254,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa",South Indian,150,Dine-out
Mahalaxmi Tiffin Room,No,No,4.1/5,177,Basavanagudi,Quick Bites,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda",South Indian,100,Dine-out
Starlite Bakery & Fastfood,Yes,No,3.7/5,23,Jayanagar,Quick Bites,,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,Dine-out
Sandwichwallas,Yes,No,4.0/5,132,Basavanagudi,Quick Bites,"Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges, Club Sandwich",Fast Food,200,Dine-out
J K Fish Land,Yes,No,3.6/5,35,Jayanagar,Quick Bites,,"Seafood, Mangalorean",300,Dine-out
Udupi Grand,Yes,No,3.8/5,74,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300,Dine-out
Chinese Square,Yes,No,3.9/5,38,Basavanagudi,Quick Bites,,Chinese,200,Dine-out
Castle Rock,Yes,No,3.6/5,172,Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",700,Dine-out
Swadd Kitchen,Yes,No,3.4/5,4,Basavanagudi,Casual Dining,,"North Indian, Fast Food",500,Dine-out
Right Pizza,Yes,No,NEW,0,Basavanagudi,Quick Bites,,Pizza,300,Dine-out
Kamat Bugle Rock,Yes,No,3.9/5,543,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300,Dine-out
Basavanagudi Mylari,No,No,4.0/5,52,Basavanagudi,Quick Bites,"Coffee, Idli, Masala Dosa, Sagu Dosa, Kesari Bath, Kharabath, Plain Dosa",South Indian,300,Dine-out
RS Shiv Sagar,No,No,3.7/5,217,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450,Dine-out
New Prashanth Hotel,No,No,2.9/5,34,Basavanagudi,Casual Dining,,"South Indian, Biryani, Chinese, North Indian",750,Dine-out
Shrinidhi Military Hotel,No,No,3.3/5,6,Basavanagudi,Quick Bites,,"North Indian, Mughlai",300,Dine-out
Dakshin Kitchen,Yes,No,3.6/5,15,Basavanagudi,Quick Bites,,South Indian,100,Dine-out
Pramukh Family Restaurant,No,No,3.9/5,111,Basavanagudi,Casual Dining,"Murgh Ghee Roast, Malai Kofta, Butter Chicken, Donne Biryani, Cocktails, Palak Rice, Masala Peanuts","North Indian, Chinese, Mughlai",700,Dine-out
Chaatimes,Yes,No,3.8/5,133,Basavanagudi,Quick Bites,"Dabeli, Faluda, Masala Poori, Sandwiches, Tokri Chaat, Pav Bhaji, Dahipuri","Street Food, Fast Food",200,Dine-out
Vybhava,No,No,3.8/5,39,Jayanagar,Quick Bites,"Masala Dosa, Idli, Vada Sambar","South Indian, North Indian",250,Dine-out
Shree Venkateshwara North Karnataka Hotel,No,No,4.0/5,64,Basavanagudi,Quick Bites,"Buttermilk, Jolada Rotti",South Indian,200,Dine-out
Kadamba Classic,No,No,3.6/5,16,Mysore Road,Quick Bites,,South Indian,300,Dine-out
Food Geek,Yes,No,3.8/5,25,Basavanagudi,Quick Bites,,"Sandwich, Fast Food, Rolls",350,Dine-out
Rosewood International Hotel - Bar & Restaurant,No,No,3.6/5,8,Mysore Road,Casual Dining,,"North Indian, South Indian, Andhra, Chinese",800,Dine-out
Anand Sagar Inn,No,No,3.3/5,6,Basavanagudi,Casual Dining,,"South Indian, North Indian, Chinese",450,Dine-out
Sangam Military Hotel,No,No,3.2/5,14,Jayanagar,Quick Bites,,South Indian,250,Dine-out
Kholi Mane,No,No,3.6/5,46,Basavanagudi,Quick Bites,,"Andhra, South Indian, Biryani, North Indian",450,Dine-out
Harshi Super Sandwich,No,No,3.8/5,148,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150,Dine-out
Hotel Pork Paradise,Yes,No,3.7/5,21,Mysore Road,Quick Bites,,South Indian,300,Dine-out
Pallavi Bar & Restaurant,No,No,NEW,0,Mysore Road,"Casual Dining, Bar",,"North Indian, South Indian, Chinese",550,Dine-out
Belly Squad Food Truck,No,No,3.8/5,55,South Bangalore,Food Truck,"Biryani, Momos, Rolls","Chinese, Rolls, Biryani, Momos",300,Dine-out
Tejas Bar and Restaurant,No,No,,0,Nagarbhavi,Casual Dining,,"Chinese, South Indian",800,Dine-out
Old Days North Indian Restaurant,No,No,,0,Basavanagudi,Casual Dining,,North Indian,450,Dine-out
New Rajadhani Spicy,Yes,No,3.7/5,67,Kumaraswamy Layout,Casual Dining,,North Indian,700,Dine-out
Matru Sagar,Yes,No,3.7/5,31,Mysore Road,Quick Bites,,"South Indian, North Indian",300,Dine-out
Sri Udupi Veg,No,No,3.3/5,4,Jayanagar,Quick Bites,,South Indian,250,Dine-out
50-50 EATING HOUSE,No,No,3.2/5,4,Basavanagudi,Quick Bites,,"South Indian, Biryani",100,Dine-out
Aahar Cafe,No,No,,0,Basavanagudi,Quick Bites,,South Indian,100,Dine-out
Om Shiva Shakthi Chats Centre,No,No,3.9/5,26,Basavanagudi,Quick Bites,,"Street Food, Fast Food",300,Dine-out
Juice Junction Food Court,Yes,No,3.7/5,57,Basavanagudi,Quick Bites,,"Juices, South Indian, Chinese, Fast Food",200,Dine-out
Burger King,Yes,No,3.2/5,71,Basavanagudi,Quick Bites,,"Burger, Fast Food, Beverages",600,Dine-out
Inchara Restaurant,Yes,No,,0,Basavanagudi,Quick Bites,,"North Indian, Chinese",300,Dine-out
Rolls Corner,No,No,3.6/5,22,Basavanagudi,Quick Bites,,"Fast Food, Rolls",150,Dine-out
Charisma's Matru Sagar,No,No,,0,Mysore Road,Quick Bites,,"South Indian, Chinese",150,Dine-out
New Ambur Hot Dum Biryani,No,No,3.2/5,8,Mysore Road,Quick Bites,,Biryani,150,Dine-out
Sticke2Waffles,No,No,NEW,0,Basavanagudi,Quick Bites,,"South Indian, Fast Food",100,Dine-out
Nimmoora Thindi,No,No,,0,Mysore Road,Quick Bites,,"North Indian, South Indian",400,Dine-out
Oasis Food Center,No,No,,0,Basavanagudi,Quick Bites,,Fast Food,150,Dine-out
Godumana Moddha Hotel,No,No,,0,Mysore Road,Quick Bites,,Biryani,250,Dine-out
Akash Gowdru Biryani Center,No,No,,0,Uttarahalli,Quick Bites,,"North Indian, Chinese",300,Dine-out
New Sri Udupi Restaurant,No,No,,0,Jayanagar,Quick Bites,,"North Indian, South Indian, Chinese, Beverages, Fast Food",200,Dine-out
Shri Vinayaka Ice N Juice,Yes,No,3.2/5,11,Basavanagudi,Quick Bites,,"Beverages, Fast Food",150,Dine-out
Happy Chopsticks,Yes,No,3.6/5,17,Basavanagudi,Quick Bites,,"Chinese, Fast Food",300,Dine-out
Ambur Dum Biriyani,No,No,NEW,0,Basavanagudi,Quick Bites,,Biryani,160,Dine-out
Food Plaza,No,No,NEW,0,Basavanagudi,Quick Bites,,"South Indian, North Indian, Chinese",150,Dine-out
Jcubez,No,Yes,3.8/5,977,Banashankari,Lounge,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",Finger Food,"1,300",Drinks & nightlife
Gustoes Beer House,No,No,4.1/5,868,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200",Drinks & nightlife
Blue Wings Bar & Restaurant,No,No,3.7/5,43,Banashankari,"Bar, Casual Dining",,"North Indian, Chinese",700,Drinks & nightlife
Vi Ra's Bar and Restaurant,No,No,3.3/5,62,Banashankari,Bar,Chilli Chicken,"South Indian, North Indian, Chinese",800,Drinks & nightlife
K27 - The Pub,No,No,3.1/5,30,Banashankari,Bar,,"Chinese, North Indian","1,000",Drinks & nightlife
Linnet Bar & Restaurant,No,No,,0,Banashankari,Bar,,"Fast Food, Finger Food",500,Drinks & nightlife
Darbar,No,No,3.0/5,98,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800,Drinks & nightlife
Soho Bar & Grill,No,No,2.7/5,377,Basavanagudi,Pub,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries","North Indian, Chinese, Thai","1,100",Drinks & nightlife
Deja Vu Resto Bar,Yes,Yes,4.4/5,2487,Bannerghatta Road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900,Buffet
Fattoush,Yes,Yes,4.2/5,1964,Bannerghatta Road,Casual Dining,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood","1,000",Buffet
Empire Restaurant,Yes,No,4.3/5,3178,Bannerghatta Road,Casual Dining,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken","North Indian, Mughlai, South Indian, Chinese",750,Buffet
Abhiruchi Hotel,Yes,No,3.3/5,455,Bannerghatta Road,Casual Dining,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice","Andhra, Biryani, North Indian, Chinese",550,Buffet
Tulips,No,No,3.1/5,19,Bannerghatta Road,Casual Dining,,"North Indian, South Indian, Chinese, Continental",800,Buffet
Barbeque Nation,No,Yes,4.7/5,3845,JP Nagar,Casual Dining,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","North Indian, European, Mediterranean, BBQ, Kebab","1,600",Buffet
Sattvam,No,No,4.3/5,353,JP Nagar,Casual Dining,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","North Indian, South Indian","1,200",Buffet
24th Main,No,Yes,4.1/5,1234,JP Nagar,Casual Dining,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms","North Indian, South Indian, Chinese",800,Buffet
Zaitoon,Yes,Yes,4.1/5,1538,JP Nagar,Casual Dining,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","BBQ, Arabian, Chinese, North Indian, Desserts","1,000",Buffet
Mango Greens,No,Yes,3.9/5,49,JP Nagar,Casual Dining,,"North Indian, Continental, Chinese",900,Buffet
Oye Amritsar,Yes,Yes,3.8/5,756,JP Nagar,Casual Dining,"Lassi, Raita, Dal Makhani, Panneer Butter Masala, Jalebi, Biryani, Paneer Tikka",North Indian,"1,000",Buffet
Melt - Eden Park,Yes,Yes,4.0/5,347,JP Nagar,Casual Dining,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles","North Indian, Chinese, Thai, Mughlai, Seafood","1,000",Buffet
Crave Bit Cafe,No,No,NEW,0,JP Nagar,Cafe,,Cafe,600,Buffet
Spice Code,No,Yes,4.0/5,165,JP Nagar,Casual Dining,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew, Biryani","South Indian, North Indian, Chinese, Biryani","1,000",Buffet
The Onyx - The HHI Select Bengaluru,No,No,3.3/5,177,JP Nagar,Casual Dining,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads","North Indian, Chinese, Continental",950,Buffet
The Pavillion,No,No,2.7/5,43,JP Nagar,Casual Dining,,"North Indian, Continental, South Indian, Chinese","1,000",Buffet
Sankranthi Veg Restaurant,Yes,No,3.0/5,102,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese",600,Buffet
Tisano Cafe,Yes,No,3.8/5,54,Bannerghatta Road,Cafe,,"Cafe, Fast Food, Chinese, Continental",500,Cafes
Cafe Kabana,No,Yes,4.0/5,200,Bannerghatta Road,Cafe,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs","Cafe, Continental",700,Cafes
Butterly,Yes,No,3.9/5,102,Bannerghatta Road,Cafe,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake","Cafe, Bakery, Beverages",450,Cafes
Cafe Conico,No,No,NEW,0,Bannerghatta Road,Cafe,,"Cafe, Beverages",600,Cafes
Black Mug Cafe,Yes,No,3.7/5,171,Bannerghatta Road,Cafe,Coffee,Cafe,300,Cafes
#refuel,Yes,No,3.7/5,37,Bannerghatta Road,Cafe,"Thick Shakes, Sandwiches, Pasta, Mocktails","Cafe, Beverages",400,Cafes
WAFL,Yes,No,3.9/5,40,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400,Cafes
Vaho Kafe & Pressery,No,No,3.9/5,125,Bannerghatta Road,Cafe,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta","Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500,Cafes
Dreamcatcher,Yes,No,3.9/5,49,Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600,Cafes
Cafe Coffee Day,No,No,3.6/5,19,Bannerghatta Road,Cafe,,"Cafe, Fast Food",900,Cafes
Cafe Arabica,No,No,3.8/5,69,Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery",700,Cafes
Starbucks,No,No,3.9/5,52,Bannerghatta Road,Cafe,,"Cafe, Desserts",700,Cafes
Smoor,Yes,No,3.6/5,18,Bannerghatta Road,Dessert Parlor,,"Desserts, Cafe, Beverages",900,Cafes
Kalmane Koffees,No,No,3.9/5,78,Bannerghatta Road,Cafe,"Brownie, Filter Coffee",Cafe,350,Cafes
Shee-Sha Cafe,No,Yes,3.6/5,39,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, North Indian, Chinese, Continental",800,Cafes
Brews N Bites,Yes,No,2.7/5,48,Bannerghatta Road,"Quick Bites, Cafe",Thin Crust Pizza,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650,Cafes
D2V Cafe,No,No,3.6/5,13,Bannerghatta Road,Cafe,,Cafe,700,Cafes
Wellness Cafe,No,No,,0,Bannerghatta Road,Cafe,,"Cafe, Healthy Food",400,Cafes
Cafe Talk,No,No,3.3/5,14,Bannerghatta Road,"Cafe, Casual Dining",,"Cafe, Continental, North Indian, Bakery, Desserts",700,Cafes
Cafe Choco Craze,No,No,3.7/5,9,Bannerghatta Road,Cafe,,"Cafe, Fast Food, Desserts",400,Cafes
Healthy Smoothie,No,No,,0,Bannerghatta Road,Delivery,,"American, Bakery, Beverages, Cafe, Healthy Food, Juices, North Indian, Sandwich",300,Cafes
Me N U,No,No,NEW,0,Bannerghatta Road,Quick Bites,,"Finger Food, Wraps, Cafe, Continental, Healthy Food",500,Cafes
Slate Cafe,Yes,No,4.1/5,46,JP Nagar,Cafe,"Pasta, Sandwiches","Cafe, Sandwich, Burger",600,Cafes
Dialogues,No,No,4.0/5,129,JP Nagar,Cafe,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries","Cafe, Continental",600,Cafes
Cafe Zuppa,Yes,No,NEW,0,JP Nagar,Cafe,,"Cafe, Pizza, Fast Food",450,Cafes
Mudpipe Cafe,Yes,Yes,3.9/5,727,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800,Cafes
Crave Bit Cafe,No,No,NEW,0,JP Nagar,Cafe,,Cafe,600,Cafes
TAB - Take A Break,No,No,4.1/5,521,JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550,Cafes
Biggies Burger 'n' More,Yes,No,4.1/5,203,JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650,Cafes
Onesta,Yes,Yes,4.4/5,4381,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,Cafes
Cafe Potpourri,Yes,No,3.7/5,131,JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Cafes
De Oxford Cafe,No,No,3.7/5,34,JP Nagar,Cafe,,"Cafe, Beverages, Fast Food",500,Cafes
Vinaya Coffee Moments,Yes,No,3.7/5,46,JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450,Cafes
Brew Point,Yes,No,3.6/5,10,JP Nagar,Cafe,,"Cafe, American, Burger, Sandwich, Fast Food",500,Cafes
The Cravery,Yes,No,2.6/5,18,JP Nagar,Cafe,,"Continental, Burger, Beverages, Cafe, Italian, Rolls",500,Cafes
Cuppa,No,No,3.4/5,48,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea","Cafe, Fast Food",550,Cafes
Anju's Cafe,No,No,3.4/5,6,JP Nagar,Cafe,,"Cafe, North Indian",600,Cafes
Furry Fairy Paw Paradise,No,No,,0,JP Nagar,Cafe,,Cafe,500,Cafes
Junkealth,No,No,,0,JP Nagar,Quick Bites,,"Healthy Food, Beverages, Cafe",300,Cafes
Skytouch Le Cafe,Yes,No,3.7/5,127,JP Nagar,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles","Cafe, Italian, Desserts",700,Cafes
Woodee Pizza,Yes,No,2.7/5,85,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500,Cafes
Hearts Unlock Cafe,No,No,3.2/5,11,BTM,Cafe,,"Cafe, Healthy Food",500,Cafes
eat.fit,Yes,No,4.5/5,1178,BTM,Delivery,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Delivery
Sai Abhiruchi,Yes,No,3.7/5,335,BTM,Casual Dining,"Dum Biryani, Dal Fry, Paneer Biryani","Andhra, North Indian, Biryani",800,Delivery
